Order_ID,City,Order_Date,Category,Amount,Delivery_Time_Min,Delivery_Status,Customer_Rating,Delivery_Partner,Payment_Method
O-100869,Bangalore,2024-02-06 05:00:00,Fruits & Veg,611,20,On-Time,5,DP-009,Card
O-100870,Mumbai,2024-02-06 06:00:00,Snacks,142,11,Late,1,DP-030,UPI
O-100871,Bangalore,2024-02-06 07:00:00,Snacks,457,29,On-Time,2,DP-024,COD
O-100872,Chennai,2024-02-06 08:00:00,Household,93,25,Late,3,DP-004,UPI
O-100873,Chennai,2024-02-06 09:00:00,Bakery,757,19,On-Time,4,DP-050,UPI
O-100874,Hyderabad,2024-02-06 10:00:00,Bakery,148,27,Late,5,DP-014,UPI
O-100875,Mumbai,2024-02-06 11:00:00,Bakery,647,34,Late,3,DP-025,UPI
O-100876,Pune,2024-02-06 12:00:00,Household,1013,29,On-Time,2,DP-004,UPI
O-100877,Hyderabad,2024-02-06 13:00:00,Snacks,1146,28,On-Time,5,DP-025,UPI
O-100878,Mumbai,2024-02-06 14:00:00,Fruits & Veg,285,26,On-Time,1,DP-010,UPI
O-100879,Hyderabad,2024-02-06 15:00:00,Household,929,15,On-Time,4,DP-035,COD
O-100880,Pune,2024-02-06 16:00:00,Household,725,14,Late,2,DP-007,COD
O-100881,Delhi,2024-02-06 17:00:00,Fruits & Veg,1068,23,On-Time,4,DP-042,UPI
O-100882,Delhi,2024-02-06 18:00:00,Bakery,769,26,On-Time,5,DP-013,COD
O-100883,Delhi,2024-02-06 19:00:00,Beverages,614,13,On-Time,3,DP-004,UPI
O-100884,Delhi,2024-02-06 20:00:00,Fruits & Veg,975,27,Late,4,DP-050,COD
O-100885,Bangalore,2024-02-06 21:00:00,Snacks,854,34,Cancel,1,DP-043,Card
O-100886,Delhi,2024-02-06 22:00:00,Dairy,244,28,On-Time,2,DP-036,UPI
O-100887,Pune,2024-02-06 23:00:00,Dairy,1112,18,On-Time,1,DP-014,Card
O-100888,Chennai,2024-02-07 00:00:00,Household,362,12,On-Time,4,DP-018,UPI
O-100889,Chennai,2024-02-07 01:00:00,Dairy,263,23,On-Time,3,DP-008,UPI
O-100890,Bangalore,2024-02-07 02:00:00,Beverages,988,14,On-Time,3,DP-032,Card
O-100891,Delhi,2024-02-07 03:00:00,Bakery,768,34,On-Time,1,DP-027,Card
O-100892,Delhi,2024-02-07 04:00:00,Snacks,962,12,On-Time,5,DP-042,Card
O-100893,Delhi,2024-02-07 05:00:00,Beverages,545,18,On-Time,5,DP-037,UPI
O-100894,Hyderabad,2024-02-07 06:00:00,Snacks,1173,22,On-Time,3,DP-023,Card
O-100895,Mumbai,2024-02-07 07:00:00,Snacks,351,10,On-Time,1,DP-007,Card
O-100896,Hyderabad,2024-02-07 08:00:00,Bakery,1014,33,On-Time,1,DP-012,COD
O-100897,Mumbai,2024-02-07 09:00:00,Household,645,12,Late,1,DP-025,COD
O-100898,Delhi,2024-02-07 10:00:00,Dairy,931,30,On-Time,4,DP-003,Card
O-100899,Delhi,2024-02-07 11:00:00,Bakery,1075,28,On-Time,5,DP-026,Card
O-100900,Hyderabad,2024-02-07 12:00:00,Beverages,532,12,On-Time,5,DP-004,Card
O-100901,Hyderabad,2024-02-07 13:00:00,Household,992,16,Late,4,DP-042,Card
O-100902,Mumbai,2024-02-07 14:00:00,Beverages,907,22,Cancel,2,DP-036,COD
O-100903,Chennai,2024-02-07 15:00:00,Household,1162,10,On-Time,4,DP-015,UPI
O-100904,Mumbai,2024-02-07 16:00:00,Beverages,913,13,On-Time,1,DP-032,Card
O-100905,Hyderabad,2024-02-07 17:00:00,Bakery,267,24,On-Time,4,DP-029,Card
O-100906,Pune,2024-02-07 18:00:00,Household,690,33,On-Time,1,DP-010,COD
O-100907,Hyderabad,2024-02-07 19:00:00,Household,480,28,On-Time,3,DP-021,Card
O-100908,Pune,2024-02-07 20:00:00,Snacks,1017,15,On-Time,1,DP-016,Card
O-100909,Bangalore,2024-02-07 21:00:00,Snacks,795,28,On-Time,5,DP-047,COD
O-100910,Hyderabad,2024-02-07 22:00:00,Fruits & Veg,167,32,On-Time,4,DP-019,Card
O-100911,Bangalore,2024-02-07 23:00:00,Beverages,504,18,On-Time,1,DP-029,Card
O-100912,Chennai,2024-02-08 00:00:00,Snacks,728,13,On-Time,2,DP-018,COD
O-100913,Mumbai,2024-02-08 01:00:00,Fruits & Veg,508,15,On-Time,3,DP-044,UPI
O-100914,Pune,2024-02-08 02:00:00,Snacks,449,17,On-Time,2,DP-016,Card
O-100915,Mumbai,2024-02-08 03:00:00,Beverages,1157,31,On-Time,2,DP-001,Card
O-100916,Bangalore,2024-02-08 04:00:00,Household,1141,10,Late,2,DP-048,UPI
O-100917,Pune,2024-02-08 05:00:00,Dairy,281,30,On-Time,3,DP-002,COD
O-100918,Mumbai,2024-02-08 06:00:00,Beverages,854,21,On-Time,3,DP-015,UPI
O-100919,Hyderabad,2024-02-08 07:00:00,Bakery,606,30,Late,3,DP-039,Card
O-100920,Delhi,2024-02-08 08:00:00,Snacks,240,21,On-Time,3,DP-028,UPI
O-100921,Bangalore,2024-02-08 09:00:00,Snacks,717,17,On-Time,2,DP-001,COD
O-100922,Mumbai,2024-02-08 10:00:00,Household,164,19,On-Time,5,DP-005,Card
O-100923,Bangalore,2024-02-08 11:00:00,Bakery,1192,13,Late,5,DP-042,COD
O-100924,Bangalore,2024-02-08 12:00:00,Household,87,19,Cancel,3,DP-022,COD
O-100925,Pune,2024-02-08 13:00:00,Bakery,1047,30,On-Time,4,DP-036,UPI
O-100926,Pune,2024-02-08 14:00:00,Dairy,879,21,On-Time,1,DP-046,UPI
O-100927,Delhi,2024-02-08 15:00:00,Snacks,1019,9,On-Time,4,DP-013,COD
O-100928,Hyderabad,2024-02-08 16:00:00,Snacks,816,16,On-Time,4,DP-001,COD
O-100929,Bangalore,2024-02-08 17:00:00,Dairy,950,17,On-Time,4,DP-016,Card
O-100930,Mumbai,2024-02-08 18:00:00,Fruits & Veg,734,33,On-Time,5,DP-041,COD
O-100931,Chennai,2024-02-08 19:00:00,Household,1106,24,On-Time,1,DP-022,COD
O-100932,Bangalore,2024-02-08 20:00:00,Dairy,1127,24,Late,4,DP-032,UPI
O-100933,Bangalore,2024-02-08 21:00:00,Household,370,10,On-Time,3,DP-016,COD
O-100934,Delhi,2024-02-08 22:00:00,Beverages,1060,26,On-Time,5,DP-015,COD
O-100935,Hyderabad,2024-02-08 23:00:00,Snacks,1000,8,On-Time,3,DP-046,UPI
O-100936,Chennai,2024-02-09 00:00:00,Household,714,19,Late,3,DP-042,Card
O-100937,Pune,2024-02-09 01:00:00,Bakery,414,14,On-Time,4,DP-012,UPI
O-100938,Pune,2024-02-09 02:00:00,Household,702,11,On-Time,3,DP-001,UPI
O-100939,Mumbai,2024-02-09 03:00:00,Beverages,513,17,On-Time,1,DP-017,COD
O-100940,Chennai,2024-02-09 04:00:00,Snacks,1016,20,On-Time,3,DP-041,COD
O-100941,Pune,2024-02-09 05:00:00,Dairy,904,9,Late,4,DP-050,Card
O-100942,Mumbai,2024-02-09 06:00:00,Beverages,593,17,On-Time,3,DP-028,COD
O-100943,Hyderabad,2024-02-09 07:00:00,Snacks,1050,28,On-Time,5,DP-007,Card
O-100944,Mumbai,2024-02-09 08:00:00,Household,1143,29,On-Time,5,DP-009,Card
O-100945,Pune,2024-02-09 09:00:00,Fruits & Veg,1029,32,On-Time,5,DP-022,Card
O-100946,Delhi,2024-02-09 10:00:00,Fruits & Veg,1026,11,Late,2,DP-026,Card
O-100947,Delhi,2024-02-09 11:00:00,Bakery,1018,25,On-Time,5,DP-012,COD
O-100948,Delhi,2024-02-09 12:00:00,Snacks,229,12,On-Time,5,DP-007,UPI
O-100949,Pune,2024-02-09 13:00:00,Fruits & Veg,162,26,On-Time,2,DP-046,UPI
O-100950,Delhi,2024-02-09 14:00:00,Dairy,1171,9,On-Time,5,DP-047,COD
O-100951,Chennai,2024-02-09 15:00:00,Snacks,1005,19,Cancel,4,DP-015,COD
O-100952,Hyderabad,2024-02-09 16:00:00,Dairy,253,24,On-Time,5,DP-038,Card
O-100953,Mumbai,2024-02-09 17:00:00,Dairy,286,17,Late,5,DP-021,COD
O-100954,Mumbai,2024-02-09 18:00:00,Fruits & Veg,539,9,Late,2,DP-014,UPI
O-100955,Pune,2024-02-09 19:00:00,Snacks,705,13,On-Time,4,DP-002,COD
O-100956,Delhi,2024-02-09 20:00:00,Household,899,15,On-Time,3,DP-008,COD
O-100957,Delhi,2024-02-09 21:00:00,Beverages,681,26,On-Time,1,DP-045,Card
O-100958,Bangalore,2024-02-09 22:00:00,Fruits & Veg,959,18,On-Time,4,DP-006,Card
O-100959,Hyderabad,2024-02-09 23:00:00,Fruits & Veg,440,32,On-Time,3,DP-037,Card
O-100960,Chennai,2024-02-10 00:00:00,Household,350,19,On-Time,4,DP-037,Card
O-100961,Mumbai,2024-02-10 01:00:00,Snacks,454,16,On-Time,3,DP-033,UPI
O-100962,Bangalore,2024-02-10 02:00:00,Snacks,1019,9,On-Time,3,DP-041,COD
O-100963,Bangalore,2024-02-10 03:00:00,Dairy,1162,15,On-Time,4,DP-006,COD
O-100964,Pune,2024-02-10 04:00:00,Household,884,33,On-Time,2,DP-026,Card
O-100965,Mumbai,2024-02-10 05:00:00,Household,999,18,On-Time,4,DP-039,UPI
O-100966,Pune,2024-02-10 06:00:00,Snacks,568,28,On-Time,4,DP-041,UPI
O-100967,Chennai,2024-02-10 07:00:00,Dairy,1196,11,Late,3,DP-037,COD
O-100968,Bangalore,2024-02-10 08:00:00,Fruits & Veg,1169,17,On-Time,1,DP-014,Card
O-100969,Bangalore,2024-02-10 09:00:00,Bakery,438,28,Late,3,DP-037,COD
O-100970,Hyderabad,2024-02-10 10:00:00,Beverages,644,27,On-Time,5,DP-008,COD
O-100971,Chennai,2024-02-10 11:00:00,Fruits & Veg,837,23,On-Time,4,DP-039,UPI
O-100972,Bangalore,2024-02-10 12:00:00,Snacks,350,15,On-Time,4,DP-013,UPI
O-100973,Chennai,2024-02-10 13:00:00,Beverages,124,11,On-Time,2,DP-013,COD
O-100974,Mumbai,2024-02-10 14:00:00,Bakery,802,17,On-Time,3,DP-040,Card
O-100975,Delhi,2024-02-10 15:00:00,Bakery,980,19,On-Time,2,DP-043,Card
O-100976,Bangalore,2024-02-10 16:00:00,Dairy,1002,21,On-Time,4,DP-028,COD
O-100977,Hyderabad,2024-02-10 17:00:00,Beverages,638,23,On-Time,3,DP-018,COD
O-100978,Mumbai,2024-02-10 18:00:00,Dairy,857,29,On-Time,3,DP-019,Card
O-100979,Chennai,2024-02-10 19:00:00,Fruits & Veg,559,25,Late,5,DP-038,Card
O-100980,Pune,2024-02-10 20:00:00,Household,1182,28,On-Time,5,DP-032,Card
O-100981,Mumbai,2024-02-10 21:00:00,Household,658,29,On-Time,1,DP-022,COD
O-100982,Bangalore,2024-02-10 22:00:00,Household,310,28,On-Time,5,DP-002,UPI
O-100983,Chennai,2024-02-10 23:00:00,Beverages,130,19,Late,3,DP-013,Card
O-100984,Delhi,2024-02-11 00:00:00,Household,434,25,Late,5,DP-023,Card
O-100985,Mumbai,2024-02-11 01:00:00,Fruits & Veg,184,14,On-Time,1,DP-025,Card
O-100986,Bangalore,2024-02-11 02:00:00,Dairy,266,27,Late,4,DP-028,COD
O-100987,Hyderabad,2024-02-11 03:00:00,Beverages,978,31,On-Time,5,DP-011,UPI
O-100988,Pune,2024-02-11 04:00:00,Dairy,1191,30,On-Time,3,DP-033,UPI
O-100989,Chennai,2024-02-11 05:00:00,Beverages,936,14,Late,4,DP-024,Card
O-100990,Mumbai,2024-02-11 06:00:00,Dairy,642,16,Late,3,DP-002,COD
O-100991,Mumbai,2024-02-11 07:00:00,Bakery,1158,8,On-Time,4,DP-030,UPI
O-100992,Delhi,2024-02-11 08:00:00,Dairy,724,33,Late,3,DP-017,COD
O-100993,Delhi,2024-02-11 09:00:00,Household,113,13,On-Time,5,DP-040,UPI
O-100994,Hyderabad,2024-02-11 10:00:00,Bakery,1147,13,Late,5,DP-034,Card
O-100995,Pune,2024-02-11 11:00:00,Dairy,711,29,On-Time,1,DP-038,COD
O-100996,Hyderabad,2024-02-11 12:00:00,Beverages,1111,19,On-Time,4,DP-022,Card
O-100997,Bangalore,2024-02-11 13:00:00,Beverages,110,29,On-Time,1,DP-005,UPI
O-100998,Bangalore,2024-02-11 14:00:00,Beverages,175,19,On-Time,2,DP-048,UPI
O-100999,Hyderabad,2024-02-11 15:00:00,Snacks,1184,17,On-Time,5,DP-040,Card
O-101000,Pune,2024-02-11 16:00:00,Fruits & Veg,240,30,On-Time,4,DP-016,UPI
O-101001,Hyderabad,2024-02-11 17:00:00,Beverages,457,33,On-Time,1,DP-013,Card
O-101002,Pune,2024-02-11 18:00:00,Bakery,864,13,On-Time,1,DP-026,Card
O-101003,Pune,2024-02-11 19:00:00,Beverages,105,24,On-Time,2,DP-031,Card
O-101004,Chennai,2024-02-11 20:00:00,Snacks,85,26,On-Time,1,DP-039,UPI
O-101005,Pune,2024-02-11 21:00:00,Household,170,25,On-Time,3,DP-048,COD
O-101006,Delhi,2024-02-11 22:00:00,Bakery,527,13,On-Time,5,DP-023,Card
O-101007,Pune,2024-02-11 23:00:00,Snacks,266,31,Late,1,DP-048,COD
O-101008,Pune,2024-02-12 00:00:00,Household,560,26,Late,1,DP-012,UPI
O-101009,Pune,2024-02-12 01:00:00,Bakery,312,17,On-Time,2,DP-014,UPI
O-101010,Bangalore,2024-02-12 02:00:00,Dairy,1163,31,On-Time,3,DP-018,COD
O-101011,Delhi,2024-02-12 03:00:00,Fruits & Veg,809,15,On-Time,1,DP-027,Card
O-101012,Delhi,2024-02-12 04:00:00,Fruits & Veg,1065,28,On-Time,5,DP-028,UPI
O-101013,Hyderabad,2024-02-12 05:00:00,Snacks,899,31,On-Time,5,DP-018,Card
O-101014,Chennai,2024-02-12 06:00:00,Household,180,13,Late,1,DP-016,Card
O-101015,Pune,2024-02-12 07:00:00,Fruits & Veg,255,28,On-Time,3,DP-016,COD
O-101016,Mumbai,2024-02-12 08:00:00,Household,258,32,On-Time,5,DP-013,UPI
O-101017,Chennai,2024-02-12 09:00:00,Household,300,14,On-Time,5,DP-029,COD
O-101018,Chennai,2024-02-12 10:00:00,Snacks,851,31,Late,3,DP-009,UPI
O-101019,Delhi,2024-02-12 11:00:00,Snacks,864,8,On-Time,3,DP-026,COD
O-101020,Chennai,2024-02-12 12:00:00,Snacks,1187,34,On-Time,1,DP-028,UPI
O-101021,Pune,2024-02-12 13:00:00,Fruits & Veg,762,25,On-Time,4,DP-041,UPI
O-101022,Pune,2024-02-12 14:00:00,Snacks,604,31,On-Time,2,DP-013,UPI
O-101023,Bangalore,2024-02-12 15:00:00,Fruits & Veg,1046,32,On-Time,4,DP-036,Card
O-101024,Pune,2024-02-12 16:00:00,Snacks,1010,27,On-Time,4,DP-009,Card
O-101025,Pune,2024-02-12 17:00:00,Beverages,180,19,Late,5,DP-047,COD
O-101026,Delhi,2024-02-12 18:00:00,Household,905,23,On-Time,3,DP-014,COD
O-101027,Pune,2024-02-12 19:00:00,Snacks,753,17,On-Time,5,DP-012,UPI
O-101028,Bangalore,2024-02-12 20:00:00,Bakery,923,34,On-Time,2,DP-032,UPI
O-101029,Mumbai,2024-02-12 21:00:00,Household,1130,17,On-Time,1,DP-038,Card
O-101030,Delhi,2024-02-12 22:00:00,Household,467,21,On-Time,2,DP-003,Card
O-101031,Mumbai,2024-02-12 23:00:00,Snacks,114,32,On-Time,5,DP-016,Card
O-101032,Delhi,2024-02-13 00:00:00,Dairy,734,27,On-Time,5,DP-020,COD
O-101033,Hyderabad,2024-02-13 01:00:00,Snacks,1055,17,Late,5,DP-032,Card
O-101034,Chennai,2024-02-13 02:00:00,Household,1180,17,On-Time,5,DP-023,COD
O-101035,Hyderabad,2024-02-13 03:00:00,Bakery,919,33,On-Time,4,DP-017,Card
O-101036,Pune,2024-02-13 04:00:00,Household,275,32,Late,1,DP-016,Card
O-101037,Mumbai,2024-02-13 05:00:00,Bakery,521,18,On-Time,4,DP-038,UPI
O-101038,Pune,2024-02-13 06:00:00,Fruits & Veg,1136,30,On-Time,5,DP-008,COD
O-101039,Chennai,2024-02-13 07:00:00,Beverages,518,9,On-Time,3,DP-019,Card
O-101040,Delhi,2024-02-13 08:00:00,Household,835,32,On-Time,4,DP-030,UPI
O-101041,Chennai,2024-02-13 09:00:00,Snacks,301,27,Late,5,DP-034,COD
O-101042,Bangalore,2024-02-13 10:00:00,Fruits & Veg,122,15,On-Time,5,DP-014,COD
O-101043,Chennai,2024-02-13 11:00:00,Beverages,1116,30,On-Time,1,DP-022,Card
O-101044,Bangalore,2024-02-13 12:00:00,Snacks,986,14,On-Time,2,DP-044,COD
O-101045,Chennai,2024-02-13 13:00:00,Dairy,261,15,On-Time,4,DP-017,UPI
O-101046,Bangalore,2024-02-13 14:00:00,Snacks,419,8,On-Time,4,DP-015,UPI
O-101047,Mumbai,2024-02-13 15:00:00,Bakery,298,28,On-Time,4,DP-050,COD
O-101048,Pune,2024-02-13 16:00:00,Bakery,904,9,Late,5,DP-048,UPI
O-101049,Pune,2024-02-13 17:00:00,Dairy,562,25,Late,1,DP-032,COD
O-101050,Hyderabad,2024-02-13 18:00:00,Fruits & Veg,951,22,On-Time,5,DP-013,UPI
O-101051,Pune,2024-02-13 19:00:00,Beverages,923,8,On-Time,5,DP-021,COD
O-101052,Delhi,2024-02-13 20:00:00,Snacks,1053,12,Late,3,DP-049,COD
O-101053,Chennai,2024-02-13 21:00:00,Bakery,1091,9,On-Time,1,DP-040,COD
O-101054,Hyderabad,2024-02-13 22:00:00,Fruits & Veg,262,27,On-Time,4,DP-033,UPI
O-101055,Delhi,2024-02-13 23:00:00,Dairy,344,10,On-Time,2,DP-027,COD
O-101056,Delhi,2024-02-14 00:00:00,Household,384,26,Late,4,DP-035,COD
O-101057,Bangalore,2024-02-14 01:00:00,Bakery,1170,25,Late,5,DP-016,Card
O-101058,Pune,2024-02-14 02:00:00,Dairy,919,29,On-Time,1,DP-028,Card
O-101059,Mumbai,2024-02-14 03:00:00,Snacks,560,25,On-Time,1,DP-034,COD
O-101060,Mumbai,2024-02-14 04:00:00,Beverages,194,21,On-Time,1,DP-047,Card
O-101061,Hyderabad,2024-02-14 05:00:00,Bakery,294,31,On-Time,3,DP-001,COD
O-101062,Mumbai,2024-02-14 06:00:00,Bakery,127,15,On-Time,4,DP-041,Card
O-101063,Chennai,2024-02-14 07:00:00,Snacks,832,19,Late,3,DP-048,UPI
O-101064,Mumbai,2024-02-14 08:00:00,Household,812,28,On-Time,2,DP-031,UPI
O-101065,Hyderabad,2024-02-14 09:00:00,Fruits & Veg,794,17,Late,5,DP-036,COD
O-101066,Mumbai,2024-02-14 10:00:00,Beverages,480,30,On-Time,3,DP-044,COD
O-101067,Chennai,2024-02-14 11:00:00,Bakery,682,27,On-Time,3,DP-033,UPI
O-101068,Bangalore,2024-02-14 12:00:00,Beverages,1095,24,On-Time,5,DP-033,UPI
O-101069,Hyderabad,2024-02-14 13:00:00,Bakery,496,18,On-Time,1,DP-039,Card
O-101070,Bangalore,2024-02-14 14:00:00,Beverages,786,9,On-Time,5,DP-018,COD
O-101071,Bangalore,2024-02-14 15:00:00,Dairy,321,33,Cancel,4,DP-023,UPI
O-101072,Bangalore,2024-02-14 16:00:00,Bakery,146,33,Late,5,DP-023,UPI
O-101073,Delhi,2024-02-14 17:00:00,Beverages,259,11,On-Time,1,DP-015,COD
O-101074,Pune,2024-02-14 18:00:00,Fruits & Veg,80,8,On-Time,5,DP-026,Card
O-101075,Delhi,2024-02-14 19:00:00,Dairy,980,22,Cancel,3,DP-030,Card
O-101076,Pune,2024-02-14 20:00:00,Dairy,461,20,On-Time,2,DP-025,Card
O-101077,Bangalore,2024-02-14 21:00:00,Fruits & Veg,773,15,On-Time,3,DP-045,Card
O-101078,Hyderabad,2024-02-14 22:00:00,Beverages,1174,32,On-Time,2,DP-016,UPI
O-101079,Pune,2024-02-14 23:00:00,Snacks,901,11,Cancel,5,DP-039,COD
O-101080,Chennai,2024-02-15 00:00:00,Fruits & Veg,423,17,On-Time,4,DP-048,COD
O-101081,Chennai,2024-02-15 01:00:00,Beverages,382,26,On-Time,5,DP-045,UPI
O-101082,Mumbai,2024-02-15 02:00:00,Fruits & Veg,361,25,Cancel,1,DP-014,UPI
O-101083,Pune,2024-02-15 03:00:00,Fruits & Veg,840,12,On-Time,5,DP-017,UPI
O-101084,Hyderabad,2024-02-15 04:00:00,Bakery,799,26,On-Time,2,DP-012,COD
O-101085,Delhi,2024-02-15 05:00:00,Beverages,836,33,On-Time,3,DP-029,COD
O-101086,Bangalore,2024-02-15 06:00:00,Snacks,457,30,Late,4,DP-032,COD
O-101087,Mumbai,2024-02-15 07:00:00,Bakery,462,34,On-Time,5,DP-024,Card
O-101088,Chennai,2024-02-15 08:00:00,Fruits & Veg,599,29,Cancel,5,DP-013,UPI
O-101089,Delhi,2024-02-15 09:00:00,Household,713,23,On-Time,3,DP-020,UPI
O-101090,Delhi,2024-02-15 10:00:00,Fruits & Veg,1012,8,On-Time,4,DP-015,UPI
O-101091,Bangalore,2024-02-15 11:00:00,Fruits & Veg,350,19,Cancel,5,DP-004,COD
O-101092,Pune,2024-02-15 12:00:00,Beverages,574,31,On-Time,5,DP-034,UPI
O-101093,Chennai,2024-02-15 13:00:00,Beverages,791,9,On-Time,2,DP-028,UPI
O-101094,Hyderabad,2024-02-15 14:00:00,Bakery,411,28,On-Time,2,DP-050,Card
O-101095,Delhi,2024-02-15 15:00:00,Snacks,1006,32,On-Time,1,DP-002,COD
O-101096,Bangalore,2024-02-15 16:00:00,Bakery,555,15,On-Time,3,DP-047,UPI
O-101097,Hyderabad,2024-02-15 17:00:00,Dairy,985,25,On-Time,4,DP-030,COD
O-101098,Pune,2024-02-15 18:00:00,Fruits & Veg,1156,32,On-Time,5,DP-026,COD
O-101099,Chennai,2024-02-15 19:00:00,Household,183,23,Late,5,DP-047,COD
O-101100,Pune,2024-02-15 20:00:00,Fruits & Veg,402,12,On-Time,1,DP-026,Card
O-101101,Delhi,2024-02-15 21:00:00,Fruits & Veg,389,33,Cancel,5,DP-020,COD
O-101102,Hyderabad,2024-02-15 22:00:00,Bakery,773,29,On-Time,3,DP-042,COD
O-101103,Hyderabad,2024-02-15 23:00:00,Household,855,20,On-Time,1,DP-028,COD
O-101104,Hyderabad,2024-02-16 00:00:00,Household,230,26,On-Time,3,DP-020,UPI
O-101105,Delhi,2024-02-16 01:00:00,Household,961,10,On-Time,1,DP-011,Card
O-101106,Delhi,2024-02-16 02:00:00,Bakery,1100,33,On-Time,5,DP-010,UPI
O-101107,Pune,2024-02-16 03:00:00,Fruits & Veg,832,15,Late,1,DP-023,Card
O-101108,Mumbai,2024-02-16 04:00:00,Bakery,796,34,Late,2,DP-037,Card
O-101109,Pune,2024-02-16 05:00:00,Beverages,987,33,Cancel,4,DP-041,COD
O-101110,Chennai,2024-02-16 06:00:00,Beverages,945,33,On-Time,5,DP-019,COD
O-101111,Bangalore,2024-02-16 07:00:00,Bakery,87,19,Late,4,DP-045,UPI
O-101112,Hyderabad,2024-02-16 08:00:00,Household,682,9,On-Time,5,DP-018,Card
O-101113,Mumbai,2024-02-16 09:00:00,Fruits & Veg,572,18,On-Time,4,DP-049,COD
O-101114,Bangalore,2024-02-16 10:00:00,Bakery,312,19,Late,2,DP-027,COD
O-101115,Mumbai,2024-02-16 11:00:00,Bakery,1192,25,On-Time,4,DP-006,COD
O-101116,Pune,2024-02-16 12:00:00,Bakery,855,20,On-Time,1,DP-010,COD
O-101117,Delhi,2024-02-16 13:00:00,Dairy,680,12,On-Time,4,DP-002,UPI
O-101118,Hyderabad,2024-02-16 14:00:00,Beverages,735,29,On-Time,5,DP-024,UPI
O-101119,Pune,2024-02-16 15:00:00,Household,923,19,On-Time,3,DP-038,COD
O-101120,Bangalore,2024-02-16 16:00:00,Snacks,1010,9,On-Time,4,DP-028,COD
O-101121,Bangalore,2024-02-16 17:00:00,Household,702,12,Cancel,4,DP-028,COD
O-101122,Bangalore,2024-02-16 18:00:00,Snacks,217,14,On-Time,4,DP-045,COD
O-101123,Bangalore,2024-02-16 19:00:00,Dairy,788,33,On-Time,5,DP-050,COD
O-101124,Bangalore,2024-02-16 20:00:00,Bakery,553,33,On-Time,4,DP-039,Card
O-101125,Mumbai,2024-02-16 21:00:00,Dairy,639,31,On-Time,5,DP-002,Card
O-101126,Pune,2024-02-16 22:00:00,Dairy,545,19,On-Time,5,DP-046,Card
O-101127,Hyderabad,2024-02-16 23:00:00,Fruits & Veg,458,23,On-Time,3,DP-005,Card
O-101128,Delhi,2024-02-17 00:00:00,Beverages,1000,30,Late,1,DP-050,COD
O-101129,Delhi,2024-02-17 01:00:00,Snacks,491,15,Cancel,5,DP-011,Card
O-101130,Pune,2024-02-17 02:00:00,Bakery,382,16,Late,2,DP-010,Card
O-101131,Pune,2024-02-17 03:00:00,Snacks,723,22,Late,4,DP-043,UPI
O-101132,Delhi,2024-02-17 04:00:00,Household,1099,12,On-Time,2,DP-002,Card
O-101133,Delhi,2024-02-17 05:00:00,Snacks,1142,20,Late,4,DP-015,Card
O-101134,Mumbai,2024-02-17 06:00:00,Household,813,12,On-Time,3,DP-039,COD
O-101135,Chennai,2024-02-17 07:00:00,Beverages,1196,18,On-Time,5,DP-041,Card
O-101136,Hyderabad,2024-02-17 08:00:00,Household,214,17,On-Time,1,DP-037,Card
O-101137,Bangalore,2024-02-17 09:00:00,Snacks,1048,27,On-Time,5,DP-007,COD
O-101138,Chennai,2024-02-17 10:00:00,Snacks,1091,20,On-Time,4,DP-020,Card
O-101139,Pune,2024-02-17 11:00:00,Household,1027,16,Cancel,1,DP-034,COD
O-101140,Delhi,2024-02-17 12:00:00,Dairy,978,28,On-Time,5,DP-035,Card
O-101141,Chennai,2024-02-17 13:00:00,Beverages,146,21,On-Time,1,DP-034,UPI
O-101142,Hyderabad,2024-02-17 14:00:00,Fruits & Veg,181,25,On-Time,4,DP-022,UPI
O-101143,Pune,2024-02-17 15:00:00,Bakery,1140,22,On-Time,3,DP-031,Card
O-101144,Bangalore,2024-02-17 16:00:00,Snacks,957,17,On-Time,3,DP-023,UPI
O-101145,Bangalore,2024-02-17 17:00:00,Bakery,213,31,On-Time,5,DP-019,COD
O-101146,Hyderabad,2024-02-17 18:00:00,Fruits & Veg,689,14,On-Time,2,DP-004,Card
O-101147,Hyderabad,2024-02-17 19:00:00,Bakery,937,15,On-Time,4,DP-024,COD
O-101148,Delhi,2024-02-17 20:00:00,Fruits & Veg,347,10,Late,5,DP-020,UPI
O-101149,Bangalore,2024-02-17 21:00:00,Household,490,22,On-Time,5,DP-039,COD
O-101150,Pune,2024-02-17 22:00:00,Dairy,580,23,On-Time,3,DP-028,UPI
O-101151,Chennai,2024-02-17 23:00:00,Snacks,807,11,On-Time,1,DP-039,UPI
O-101152,Pune,2024-02-18 00:00:00,Fruits & Veg,498,28,On-Time,4,DP-017,UPI
O-101153,Mumbai,2024-02-18 01:00:00,Bakery,464,13,Late,1,DP-019,COD
O-101154,Mumbai,2024-02-18 02:00:00,Snacks,416,8,On-Time,4,DP-048,UPI
O-101155,Hyderabad,2024-02-18 03:00:00,Dairy,1020,11,On-Time,2,DP-035,Card
O-101156,Delhi,2024-02-18 04:00:00,Household,688,18,Late,3,DP-032,UPI
O-101157,Mumbai,2024-02-18 05:00:00,Snacks,567,19,On-Time,2,DP-047,Card
O-101158,Bangalore,2024-02-18 06:00:00,Fruits & Veg,266,33,On-Time,5,DP-046,Card
O-101159,Pune,2024-02-18 07:00:00,Dairy,573,12,On-Time,3,DP-047,Card
